"Subject","Experiment","Sex","Age","Pool","Group","Test","Running","Condition","Cue","Target","FoilTarget","Resp","Acc","RT"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Non-Test Cue","gossamer","flimsy",,"fine","0","2803"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Non-Test Cue","clancular","secret",,"jointed","0","5309"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Test-Cue","roil","billow",,"boil","0","5816"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Non-Test Cue","unzymotic","fabulous",,"separate","0","7107"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Test-Cue","bistoury","knife",,"restaurant","0","5175"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Test-Cue","recreant","surrendering",,"bully","0","6390"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Non-Test Cue","valienton","bully",,"tidy","0","5607"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Test-Cue","frampold","quarrelsome",,"hurried","0","4952"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Non-Test Cue","algid","chilly",,"soft","0","4255"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Non-Test Cue","inosculate","join",,"turn","0","5738"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Test-Cue","perpend","consider",,"relate","0","5713"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Test-Cue","quidnunc","gossip",,"boat","0","5508"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Test-Cue","subduce","withdraw",,"temper","0","4798"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Non-Test Cue","stentorian","loud",,"senior","0","6700"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Test-Cue","objurgate","rebuke",,"confuse","0","4349"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","PracticeStudy",,"jollux","fat",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","PracticeStudy",,"phoenicopter","flamingo",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","PracticeStudy",,"roscid","dewy",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","PracticeStudy",,"coggage","paper",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Non-Test Cue","falchion","sword",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Non-Test Cue","leggiadrous","elegant",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Non-Test Cue","recondite","hidden",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Test-Cue","senescent","elderly",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Test-Cue","abjure","reject",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Non-Test Cue","encomium","tribute",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Test-Cue","subvention","grant",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Non-Test Cue","facinorous","infamous",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Test-Cue","spoliate","plunder",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Non-Test Cue","threnody","lament",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Test-Cue","complect","intertwine",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Test-Cue","olamic","lasting",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Non-Test Cue","hyaline","glassy",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Test-Cue","mendicant","beggar",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Test-Cue","spoffish","fussy",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Non-Test Cue","glabrous","smooth",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Test-Cue","stanchion","support",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Test-Cue","munjeet","herb",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Test-Cue","interstice","space",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Non-Test Cue","peculate","embezzle",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Non-Test Cue","burgeon","flourish",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Test-Cue","valinch","tube",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Non-Test Cue","aegagrus","goat",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Test-Cue","peridot","gem",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Non-Test Cue","orotund","pompous",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Test-Cue","achene","fruit",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Non-Test Cue","hanap","cup",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Test-Cue","infandous","horrible",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Test-Cue","trammel","impede",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Non-Test Cue","pertinacious","unyielding",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Test-Cue","immure","imprison",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Test-Cue","varec","seaweed",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Non-Test Cue","maunder","ramble",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Test-Cue","tyro","beginner",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Non-Test Cue","plangent","noisy",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Non-Test Cue","superate","overcome",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Test-Cue","effulgent","shining",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Non-Test Cue","insulse","boring",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Non-Test Cue","immolate","sacrifice",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Study","Non-Test Cue","menald","spotty",,,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","TestPrac","Meaning","fane","temple","ambassador",,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","TestPrac","Study","roscid","dewy","fat",,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","TestPrac","Meaning","quinnet","wedge","stern",,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","TestPrac","Study","coggage","paper","flamingo",,,
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Meaning","netsuke","button","rebellious","button","1","2158"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Study","varec","seaweed","boring","seaweed","1","2332"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Study","spoliate","plunder","tribute","plunder","1","3980"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Meaning","subduce","withdraw","join","withdraw","1","3782"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Meaning","opprobrium","disgrace","hungry","disgrace","1","2714"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Study","complect","intertwine","infamous","intertwine","1","3670"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Study","subvention","grant","hidden","hidden","0","3140"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Study","valinch","tube","pompous","tube","1","2776"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Study","infandous","horrible","ramble","horrible","1","4364"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Meaning","roil","billow","mist","billow","1","1915"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Study","tyro","beginner","sacrifice","beginner","1","2177"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Meaning","quidnunc","gossip","chilly","gossip","1","3083"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Study","immure","imprison","overcome","imprison","1","2025"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Study","achene","fruit","unyielding","unyielding","0","4825"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Study","senescent","elderly","sword","elderly","1","2056"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Study","spoffish","fussy","smooth","fussy","1","1857"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Meaning","kedge","anchor","fellowship","anchor","1","2746"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Meaning","desman","mole","arrogance","mole","1","2161"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Meaning","tantivy","quick","quiver","quiver","0","3985"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Meaning","bistoury","knife","flimsy","knife","1","1646"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Study","olamic","lasting","lament","lament","0","9163"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Meaning","recreant","surrendering","secret","secret","0","6233"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Meaning","gadoid","fish","garment","garment","0","3043"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Meaning","sprauncy","smart","edible","smart","1","9544"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Study","munjeet","herb","flourish","herb","1","2252"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Meaning","urceus","jug","jacket","jug","1","2419"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Study","peridot","gem","cup","gem","1","1493"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Study","abjure","reject","elegant","reject","1","2578"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Meaning","sejant","seated","concise","concise","0","5103"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Study","stanchion","support","embezzle","support","1","5277"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Meaning","perpend","consider","bully","bully","0","15429"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Meaning","objurgate","rebuke","loud","rebuke","1","4473"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Study","interstice","space","goat","space","1","2154"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Meaning","mechlin","lace","undeveloped","lace","1","1827"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Study","mendicant","beggar","glassy","beggar","1","3133"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Study","effulgent","shining","spotty","shining","1","2866"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Meaning","morigerous","obedient","quench","obedient","1","5453"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Meaning","renitent","resistant","instil","resistant","1","2486"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Meaning","frampold","quarrelsome","fabulous","quarrelsome","1","3713"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Test","Study","trammel","impede","noisy","noisy","0","8385"
"28","TPL4 - familiar vs unfamiliar foils","male","20","Points","2","Unfamiliar foils","PracticeMeaning",,"elchee","ambassador",,"echo","0","5567"
"28","TPL4 - familiar vs unfamiliar foils","male","20","Points","2","Unfamiliar foils","PracticeMeaning",,"periapt","charm",,"particip","0","9522"
"28","TPL4 - familiar vs unfamiliar foils","male","20","Points","2","Unfamiliar foils","PracticeMeaning",,"coggage","paper",,"block","0","5615"
"28","TPL4 - familiar vs unfamiliar foils","male","20","Points","2","Unfamiliar foils","PracticeMeaning",,"phoenicopter","flamingo",,"manager","0","9506"
