"participant","categoryStructure","strategyType","perceptualNoise","boundaryNoise","Accuracy","UDX","UDY","GLC","RND","wBIC_UDX","wBIC_UDY","wBIC_GLC","wBIC_RND"
20,"II","UD",10,0,0.7175,1,0,0,0,1,6.0550060412074e-65,3.91130076400034e-22,0
1,"II","UD",10,10,0.7,1,0,0,0,0.999999999995189,1.26645115276203e-44,4.8115041421876e-12,0
2,"II","UD",10,10,0.655,1,0,0,0,0.999999999999991,2.29652945660355e-38,8.84502067781775e-15,0
3,"II","UD",10,10,0.6775,1,0,0,0,1,9.21195076323808e-45,1.03937172075757e-16,0
4,"II","UD",10,10,0.6525,1,0,0,0,0.99999999999445,6.70063718121609e-35,5.55028965189376e-12,0
5,"II","UD",10,10,0.6825,1,0,0,0,0.999999999999176,1.21111027134625e-40,8.24480080094477e-13,0
6,"II","UD",10,10,0.68,1,0,0,0,0.99999999959364,1.00788592694263e-37,4.06360230935899e-10,0
7,"II","UD",10,10,0.6875,1,0,0,0,0.999999995755031,1.63125298804216e-33,4.24496881125452e-09,0
8,"II","UD",10,10,0.6625,1,0,0,0,0.999999999999954,3.83410661408183e-38,4.571605054145e-14,0
9,"II","UD",10,10,0.66,1,0,0,0,0.999999999993658,9.4790849641285e-34,6.34250306323908e-12,0
10,"II","UD",10,10,0.6775,1,0,0,0,0.999999999615703,2.3184954747943e-34,3.84296687602182e-10,0
11,"II","UD",10,10,0.7025,1,0,0,0,0.999999999992425,1.32942270756141e-42,7.57451880338302e-12,0
12,"II","UD",10,10,0.67,1,0,0,0,0.999999999999999,4.84641940169614e-43,6.40051390268315e-16,0
13,"II","UD",10,10,0.705,1,0,0,0,0.999999999999932,5.57387937893396e-45,6.80534320451081e-14,0
14,"II","UD",10,10,0.6775,1,0,0,0,0.999999999997104,1.10226529953409e-38,2.89615074256203e-12,0
15,"II","UD",10,10,0.685,1,0,0,0,0.999999999997071,1.55767031739498e-40,2.92872902468765e-12,0
16,"II","UD",10,10,0.6575,1,0,0,0,0.999999999999459,2.23299908298708e-36,5.40577353319719e-13,0
17,"II","UD",10,10,0.6825,1,0,0,0,0.999999916516907,6.44145069194615e-33,8.3483093196209e-08,0
18,"II","UD",10,10,0.6875,1,0,0,0,0.999999999999999,6.07281611388464e-45,5.6730633514847e-16,0
19,"II","UD",10,10,0.6675,1,0,0,0,0.999999977243928,5.34400860321796e-29,2.27560722035805e-08,0
20,"II","UD",10,10,0.7225,1,0,0,0,0.999999999863267,1.42144464273523e-44,1.36732950104006e-10,0
1,"II","UD",10,20,0.605,1,0,0,0,0.999992475226868,5.72262205307077e-15,7.52477289249151e-06,0
2,"II","UD",10,20,0.6325,1,0,0,0,0.999999996374625,2.60611537326553e-23,3.62537506233948e-09,0
3,"II","UD",10,20,0.66,1,0,0,0,0.999997685056582,9.34764627897958e-24,2.31494341816146e-06,0
4,"II","UD",10,20,0.615,1,0,0,0,0.999999989439483,1.20062092933085e-19,1.05605174667671e-08,0
5,"II","UD",10,20,0.7075,1,0,0,0,0.990771991111891,3.55772781833451e-29,0.00922800888810866,0
6,"II","UD",10,20,0.67,1,0,0,0,0.999996714955838,1.74922711040753e-26,3.28504416217372e-06,0
7,"II","UD",10,20,0.6475,1,0,0,0,0.99999968077675,1.39756801665136e-23,3.19223250195148e-07,0
8,"II","UD",10,20,0.605,1,0,0,0,0.999998331401327,3.46287873035009e-16,1.66859866409455e-06,0
9,"II","UD",10,20,0.67,1,0,0,0,0.999986480629279,8.00266323036127e-25,1.35193707209961e-05,0
10,"II","UD",10,20,0.66,1,0,0,0,0.999999892944396,1.1512034461657e-28,1.07055603782253e-07,0
11,"II","UD",10,20,0.6325,1,0,0,0,0.999999031799364,1.70564196994994e-18,9.68200635899321e-07,0
12,"II","UD",10,20,0.6525,1,0,0,0,0.999998663707271,1.59667373098998e-24,1.33629272860944e-06,0
13,"II","UD",10,20,0.6475,1,0,0,0,0.999988763686524,2.92170517241947e-21,1.12363134756321e-05,0
14,"II","UD",10,20,0.6775,1,0,0,0,0.9960338420319,3.05327591565425e-22,0.00396615796809963,0
15,"II","UD",10,20,0.6575,1,0,0,0,0.99927098680953,3.04553478645328e-18,0.000729013190468866,0
16,"II","UD",10,20,0.6825,1,0,0,0,0.999999993221794,6.30659176204369e-33,6.77820581202105e-09,0
17,"II","UD",10,20,0.62,1,0,0,0,0.999999981052333,2.51386263148918e-21,1.89476672254129e-08,0
18,"II","UD",10,20,0.635,1,0,0,0,0.999999976759563,1.31769218634676e-22,2.32404373931654e-08,0
19,"II","UD",10,20,0.6575,1,0,0,0,0.999999968924564,2.25820066877781e-26,3.10754362238336e-08,0
20,"II","UD",10,20,0.6375,1,0,0,0,0.999997047288483,9.79474433524627e-19,2.95271151713049e-06,0
1,"II","UD",10,30,0.585,1,0,0,0,0.999036050231536,6.15898946109994e-08,0.000958024828495178,0
2,"II","UD",10,30,0.6325,1,0,0,0,0.999424265111536,4.62608672261827e-16,0.000575734888440858,0
3,"II","UD",10,30,0.6425,1,0,0,0,0.999845759663361,7.44904549188005e-18,0.000154240336636291,0
4,"II","UD",10,30,0.6,1,0,0,0,0.999758824649478,2.25459754176481e-10,0.00024115867468992,0
5,"II","UD",10,30,0.605,1,0,0,0,0.999889690556691,9.63834803904074e-12,0.000110308512905913,0
6,"II","UD",10,30,0.585,1,0,0,0,0.999902471645074,2.40749604628919e-10,9.7521149381779e-05,0
7,"II","UD",10,30,0.6225,1,0,0,0,0.999693692197588,1.76563131093528e-13,0.000306307758478031,0
8,"II","UD",10,30,0.615,1,0,0,0,0.989170657844367,2.20086121452375e-09,0.0108284977777521,0
9,"II","UD",10,30,0.63,1,0,0,0,0.9947808023868,5.40819515120719e-11,0.00521917554005571,0
10,"II","UD",10,30,0.6075,1,0,0,0,0.999957328645835,2.48153978767957e-13,4.26713302360408e-05,0
11,"II","UD",10,30,0.5775,1,0,0,0,0.999425849803586,1.42825574162477e-08,0.000572302781284096,0
12,"II","UD",10,30,0.605,1,0,0,0,0.9999948131926,6.62293324524392e-14,5.18680534767878e-06,0
13,"II","UD",10,30,0.595,1,0,0,0,0.999999658270829,9.23304777598344e-15,3.41729131621604e-07,0
14,"II","UD",10,30,0.6025,1,0,0,0,0.99978923087699,2.01024220458183e-10,0.000210742755334134,0
15,"II","UD",10,30,0.6225,1,0,0,0,0.997420251365869,9.12647219888637e-12,0.00257974842777467,0
16,"II","UD",10,30,0.635,1,0,0,0,0.999921652677788,6.46500733714915e-18,7.83473222117857e-05,0
17,"II","UD",10,30,0.65,1,0,0,0,0.867169287657375,3.7790920262819e-12,0.132830711334268,0
18,"II","UD",10,30,0.6475,1,0,0,0,0.999943547704485,3.79918403671974e-19,5.64522955148485e-05,0
19,"II","UD",10,30,0.6325,1,0,0,0,0.998812124767102,2.27564284354038e-14,0.00118787522446396,0
20,"II","UD",10,30,0.59,1,0,0,0,0.999752420361987,9.20026605448659e-10,0.00024747391983342,0
1,"II","UD",10,40,0.615,1,0,0,0,0.983423725532699,1.33979809708661e-10,0.0165762266819684,0
2,"II","UD",10,40,0.57,1,0,0,0,0.999754109345039,1.4707946386033e-07,0.000242247068898194,0
3,"II","UD",10,40,0.605,1,0,0,0,0.992307113653279,2.25505640731843e-09,0.00769196774280428,0
4,"II","UD",10,40,0.56,1,0,0,0,0.99991724625941,6.73171913207957e-07,7.6204013964815e-05,0
5,"II","UD",10,40,0.6025,1,0,0,0,0.55844140476709,0.000724886205660578,0.333093874760335,0
6,"II","UD",10,40,0.58,1,0,0,0,0.999998798105271,9.93852693229184e-12,1.20186354887639e-06,0
7,"II","UD",10,40,0.615,1,0,0,0,0.998031222361972,4.16497166519572e-11,0.00196876494672111,0
8,"II","UD",10,40,0.575,1,0,0,0,0.996608880195427,5.38182878899703e-08,0.00338004802139032,0
9,"II","UD",10,40,0.58,1,0,0,0,0.996031020389312,3.89722763508936e-06,0.00318627610660563,0
10,"II","UD",10,40,0.59,1,0,0,0,0.999905904718339,1.19009518552466e-08,9.36936305446254e-05,0
11,"II","UD",10,40,0.6,1,0,0,0,0.99041843771769,9.61097383179938e-08,0.00957158938072479,0
12,"II","UD",10,40,0.5825,1,0,0,0,0.999924542257272,2.52274036798928e-09,7.5394101229163e-05,0
13,"II","UD",10,40,0.575,1,0,0,0,0.976669281253669,4.57416112533926e-05,0.0134689094451165,0
14,"II","UD",10,40,0.65,0,0,1,0,0.125780271267549,5.44297829749883e-08,0.874218430849422,0
15,"II","UD",10,40,0.615,1,0,0,0,0.997815338866307,8.22850861405574e-12,0.00218466038082247,0
16,"II","UD",10,40,0.605,1,0,0,0,0.999121030382967,2.05621286988676e-09,0.000878858244921053,0
17,"II","UD",10,40,0.645,1,0,0,0,0.99214910655848,1.80821302201115e-14,0.00785089343406282,0
18,"II","UD",10,40,0.605,1,0,0,0,0.994148803150326,7.11419000453507e-09,0.00584894313967516,0
19,"II","UD",10,40,0.595,1,0,0,0,0.999464675503476,5.89834171043505e-11,0.000535313062161535,0
20,"II","UD",10,40,0.58,1,0,0,0,0.999476704169832,2.38469120481729e-08,0.00052258143456997,0
1,"II","UD",10,50,0.57,1,0,0,0,0.999888151295714,1.62596216056151e-08,0.000111783160075769,0
2,"II","UD",10,50,0.575,1,0,0,0,0.998719974761873,1.0247130972198e-06,0.00115566051311094,0
3,"II","UD",10,50,0.555,1,0,0,0,0.99385094396987,3.72534958856295e-05,0.00223908249831613,0
4,"II","UD",10,50,0.585,1,0,0,0,0.99045190359874,4.3216871682563e-06,0.00850245964701255,0
5,"II","UD",10,50,0.575,1,0,0,0,0.899283505369903,0.000256947501940787,0.0174278434047739,0
6,"II","UD",10,50,0.5975,1,0,0,0,0.999625433040333,4.20245973390362e-11,0.000374560375054933,0
7,"II","UD",10,50,0.5625,0,0,0,1,0.299208341494292,0.00292318967007886,0.0136730986753626,0
8,"II","UD",10,50,0.565,1,0,0,0,0.853180273405157,0.000429516504771274,0.0165767851830642,0
9,"II","UD",10,50,0.5875,1,0,0,0,0.979817036597176,1.52109660783636e-06,0.0199790797046526,0
10,"II","UD",10,50,0.5525,1,0,0,0,0.973455669332739,0.000111708856908594,0.00627208788763082,0
11,"II","UD",10,50,0.5825,1,0,0,0,0.964827953715748,4.94819062947127e-05,0.0239432593102926,0
12,"II","UD",10,50,0.5525,1,0,0,0,0.977866728000227,0.000119014317490208,0.00377452354183797,0
13,"II","UD",10,50,0.545,1,0,0,0,0.990116737636181,4.67397313076309e-05,0.0029995119695554,0
14,"II","UD",10,50,0.59,1,0,0,0,0.935842654010799,4.55213292105905e-05,0.0510382715628726,0
15,"II","UD",10,50,0.55,1,0,0,0,0.998986628083553,4.95287464205568e-06,0.000679716124019738,0
16,"II","UD",10,50,0.565,1,0,0,0,0.990598416498087,4.77474581587758e-05,0.00513900418580964,0
17,"II","UD",10,50,0.575,1,0,0,0,0.997794722594751,9.84212819482228e-08,0.00220175891132945,0
18,"II","UD",10,50,0.5975,1,0,0,0,0.89121008142565,1.41431554251378e-06,0.10842061764342,0
19,"II","UD",10,50,0.59,1,0,0,0,0.98006600753891,8.68215289298603e-06,0.0168748360198733,0
20,"II","UD",10,50,0.53,1,0,0,0,0.932002811756314,0.00169416220317371,0.00162602219397389,0
1,"II","UD",15,0,0.67,1,0,0,0,0.999999990695578,8.87849515632939e-31,9.30442253606481e-09,0
2,"II","UD",15,0,0.68,1,0,0,0,0.999999999961763,3.62339813885899e-36,3.82368664228656e-11,0
3,"II","UD",15,0,0.685,1,0,0,0,0.999999999999971,2.64732329616711e-44,2.92026797950098e-14,0
4,"II","UD",15,0,0.685,1,0,0,0,0.999999999999868,2.1139340485109e-42,1.31657937634107e-13,0
5,"II","UD",15,0,0.71,1,0,0,0,0.999999996058672,6.31253452881689e-39,3.94132795532337e-09,0
6,"II","UD",15,0,0.685,1,0,0,0,0.999999985179999,1.22993739781072e-35,1.48200012260335e-08,0
7,"II","UD",15,0,0.6975,1,0,0,0,0.999999998934472,1.6678587434186e-36,1.06552828328278e-09,0
8,"II","UD",15,0,0.6325,1,0,0,0,0.99999998617282,1.66344647028763e-24,1.3827179588323e-08,0
9,"II","UD",15,0,0.6975,1,0,0,0,0.999999999999975,1.95272392069419e-45,2.53070825608767e-14,0
10,"II","UD",15,0,0.6875,1,0,0,0,0.999999999439494,8.65784264741938e-37,5.60505731926345e-10,0
11,"II","UD",15,0,0.6925,1,0,0,0,0.999999856933696,3.83981977302517e-37,1.43066304066505e-07,0
12,"II","UD",15,0,0.6925,1,0,0,0,0.999999999197867,3.66957224331622e-38,8.02132743410383e-10,0
13,"II","UD",15,0,0.675,1,0,0,0,0.999999999997032,1.06333147606204e-39,2.96776672311448e-12,0
14,"II","UD",15,0,0.6975,1,0,0,0,0.999999956823287,1.95424786452993e-36,4.31767125207827e-08,0
15,"II","UD",15,0,0.6875,1,0,0,0,0.999999999999998,9.23065426659732e-46,1.71992040653579e-15,0
16,"II","UD",15,0,0.6675,1,0,0,0,0.999999999746093,1.27425304299068e-33,2.53906789193761e-10,0
17,"II","UD",15,0,0.705,1,0,0,0,0.999999999984298,8.7860319079187e-45,1.57019930141499e-11,0
18,"II","UD",15,0,0.6525,1,0,0,0,0.99999999999998,2.69963301921713e-37,1.99434757287128e-14,0
19,"II","UD",15,0,0.705,1,0,0,0,0.999999999760341,4.49099394387087e-40,2.39658771875209e-10,0
20,"II","UD",15,0,0.7025,1,0,0,0,0.999999568776818,3.76938076755326e-36,4.31223181674197e-07,0
1,"II","UD",15,10,0.6675,1,0,0,0,0.999999904378704,9.39160665621369e-29,9.56212960084014e-08,0
2,"II","UD",15,10,0.6725,1,0,0,0,0.99999977101126,5.02179925933651e-27,2.28988740009801e-07,0
3,"II","UD",15,10,0.67,1,0,0,0,0.999999994886714,1.34102153164559e-30,5.1132857348729e-09,0
4,"II","UD",15,10,0.6875,1,0,0,0,0.999999999983424,4.30201932838962e-39,1.65758453799818e-11,0
5,"II","UD",15,10,0.675,1,0,0,0,0.999999982627715,1.65627113354449e-32,1.73722846220493e-08,0
6,"II","UD",15,10,0.675,1,0,0,0,0.999999702921375,5.09879594006331e-32,2.97078625181156e-07,0
7,"II","UD",15,10,0.6425,1,0,0,0,0.999999999748047,3.26502650700888e-28,2.51952698281599e-10,0
8,"II","UD",15,10,0.65,1,0,0,0,0.999999998888188,1.44215246587092e-25,1.11181234957346e-09,0
9,"II","UD",15,10,0.655,1,0,0,0,0.99999999945931,3.68577145700341e-30,5.40689934946662e-10,0
10,"II","UD",15,10,0.685,1,0,0,0,0.999999637846255,1.03609373071105e-29,3.62153744967144e-07,0
11,"II","UD",15,10,0.6825,1,0,0,0,0.999999898375324,3.66610432219736e-30,1.01624675711273e-07,0
12,"II","UD",15,10,0.6475,1,0,0,0,0.999999999975947,7.72232819101462e-31,2.40524299573227e-11,0
13,"II","UD",15,10,0.665,1,0,0,0,0.999999943464735,3.95723039762577e-27,5.6535264807942e-08,0
14,"II","UD",15,10,0.695,1,0,0,0,0.999971844677318,7.56687162286596e-30,2.81553226822792e-05,0
15,"II","UD",15,10,0.6625,1,0,0,0,0.999999999148022,7.09346356425159e-28,8.51977500168522e-10,0
16,"II","UD",15,10,0.6775,1,0,0,0,0.999999908481807,5.35795098753647e-30,9.1518192683524e-08,0
17,"II","UD",15,10,0.6375,1,0,0,0,0.999999999293349,7.2893032062468e-28,7.06651334553582e-10,0
18,"II","UD",15,10,0.685,1,0,0,0,0.999999389050374,5.15365868931374e-31,6.10949625773344e-07,0
19,"II","UD",15,10,0.645,1,0,0,0,0.999999999987875,3.36961741063968e-28,1.21254838325728e-11,0
20,"II","UD",15,10,0.7025,1,0,0,0,0.999999358437167,1.70299795932147e-34,6.41562832864344e-07,0
1,"II","UD",15,20,0.635,1,0,0,0,0.999958698319751,8.48301138991675e-20,4.13016802493474e-05,0
2,"II","UD",15,20,0.6575,1,0,0,0,0.999997227566322,9.82606302696765e-24,2.77243367806443e-06,0
3,"II","UD",15,20,0.6325,1,0,0,0,0.999998062904938,4.19855887033908e-18,1.93709506183393e-06,0
4,"II","UD",15,20,0.635,1,0,0,0,0.999992158786733,7.40907300756181e-19,7.84121326735046e-06,0
5,"II","UD",15,20,0.6225,1,0,0,0,0.999976578539915,2.62820805384562e-17,2.3421460084663e-05,0
6,"II","UD",15,20,0.6425,1,0,0,0,0.999990661702781,4.34846565486972e-21,9.33829721876244e-06,0
7,"II","UD",15,20,0.605,1,0,0,0,0.999999888962778,9.7509531592322e-17,1.11037222053652e-07,0
8,"II","UD",15,20,0.5975,1,0,0,0,0.999999965245734,4.52334555523772e-15,3.47542607963268e-08,0
9,"II","UD",15,20,0.62,1,0,0,0,0.999999998815538,3.7042376411545e-23,1.18446164330753e-09,0
10,"II","UD",15,20,0.64,1,0,0,0,0.999992719002977,5.32939946111482e-18,7.28099702185674e-06,0
11,"II","UD",15,20,0.635,1,0,0,0,0.999995733549362,5.57737033519792e-18,4.26645063746806e-06,0
12,"II","UD",15,20,0.625,1,0,0,0,0.999995083487439,9.07669855975879e-20,4.91651256071311e-06,0
13,"II","UD",15,20,0.655,1,0,0,0,0.999965468703796,1.33440244361852e-19,3.45312962044013e-05,0
14,"II","UD",15,20,0.625,1,0,0,0,0.9998709240597,4.43120353910323e-16,0.000129075940228687,0
15,"II","UD",15,20,0.67,1,0,0,0,0.996781279504472,1.19857246755327e-19,0.00321872049552781,0
16,"II","UD",15,20,0.63,1,0,0,0,0.999999982704766,1.68400385360429e-24,1.7295233726216e-08,0
17,"II","UD",15,20,0.645,1,0,0,0,0.999240143961796,1.85391019293752e-18,0.000759856038204078,0
18,"II","UD",15,20,0.61,1,0,0,0,0.999995802789687,1.40572651668465e-13,4.19720821964114e-06,0
19,"II","UD",15,20,0.6375,1,0,0,0,0.999999644415414,2.36898259339976e-21,3.55584585965935e-07,0
20,"II","UD",15,20,0.635,1,0,0,0,0.999565392361398,4.73086707753479e-14,0.000434607630459822,0
1,"II","UD",15,30,0.605,1,0,0,0,0.999947488123228,1.42342315111945e-12,5.25117447262385e-05,0
2,"II","UD",15,30,0.55,1,0,0,0,0.997226747165728,3.07598051341859e-05,0.000926730508289898,0
3,"II","UD",15,30,0.56,1,0,0,0,0.999031354565245,4.03005985695688e-06,0.000695864151142534,0
4,"II","UD",15,30,0.5925,1,0,0,0,0.999959824653633,5.62517784051896e-10,4.01573890607536e-05,0
5,"II","UD",15,30,0.5775,1,0,0,0,0.999976633605492,1.17602161326542e-09,2.33505511665709e-05,0
6,"II","UD",15,30,0.5975,1,0,0,0,0.993508751813028,6.37412608313882e-08,0.00647912531463315,0
7,"II","UD",15,30,0.605,1,0,0,0,0.99998988982222,4.39884128302256e-13,1.01101616865511e-05,0
8,"II","UD",15,30,0.625,1,0,0,0,0.995523491441458,5.33337691518141e-13,0.00447650836898756,0
9,"II","UD",15,30,0.6075,1,0,0,0,0.999920263359803,3.13789572732775e-11,7.97344607041535e-05,0
10,"II","UD",15,30,0.635,1,0,0,0,0.998477914363728,6.43381688844393e-13,0.00152208542841925,0
11,"II","UD",15,30,0.615,1,0,0,0,0.999908636532848,5.96869773696558e-14,9.13634589296632e-05,0
12,"II","UD",15,30,0.5925,1,0,0,0,0.997666765574838,1.01361474159754e-08,0.00233089152270803,0
13,"II","UD",15,30,0.6025,1,0,0,0,0.999831186488135,7.03786274274029e-12,0.000168812601488001,0
14,"II","UD",15,30,0.5775,1,0,0,0,0.998996051784799,5.83296947612564e-08,0.000997688912453679,0
15,"II","UD",15,30,0.61,1,0,0,0,0.999805609031918,1.43315534640952e-11,0.000194389065356201,0
16,"II","UD",15,30,0.5775,1,0,0,0,0.999999446658603,4.17829749792666e-13,5.53339856810417e-07,0
17,"II","UD",15,30,0.6025,1,0,0,0,0.99997378489529,1.21835049654683e-11,2.62145888916957e-05,0
18,"II","UD",15,30,0.6075,1,0,0,0,0.999996738521931,1.34161567889998e-14,3.26147780455371e-06,0
19,"II","UD",15,30,0.6175,1,0,0,0,0.997437857319404,3.78795565608791e-11,0.00256213382628033,0
20,"II","UD",15,30,0.6,1,0,0,0,0.995929205859406,7.04491715596375e-09,0.00407019283663907,0
1,"II","UD",15,40,0.5625,1,0,0,0,0.98638832467956,5.57905746029589e-05,0.0110007675913532,0
2,"II","UD",15,40,0.57,1,0,0,0,0.999764326897845,4.18427236420028e-08,0.000235315940534491,0
3,"II","UD",15,40,0.5925,1,0,0,0,0.928188851384663,9.08381404663674e-06,0.0702871930119259,0
4,"II","UD",15,40,0.585,1,0,0,0,0.999923006322443,1.91605636690404e-10,7.69902358738802e-05,0
5,"II","UD",15,40,0.6,1,0,0,0,0.949224964515045,3.38595094483818e-06,0.0499383219332618,0
6,"II","UD",15,40,0.5575,1,0,0,0,0.999996172643616,6.65940779976762e-07,3.11595150541695e-06,0
7,"II","UD",15,40,0.5825,1,0,0,0,0.997810788883535,1.06223140804068e-06,0.00203437777510121,0
8,"II","UD",15,40,0.6175,1,0,0,0,0.995872930666866,3.04147899141883e-09,0.00412593458478772,0
9,"II","UD",15,40,0.59,1,0,0,0,0.999851940132117,1.5627156922056e-10,0.00014804465043564,0
10,"II","UD",15,40,0.56,1,0,0,0,0.997840955965991,6.46595282295803e-06,0.00180899562939289,0
11,"II","UD",15,40,0.6,1,0,0,0,0.999863351004378,6.45852065302233e-11,0.000136645551150678,0
12,"II","UD",15,40,0.575,1,0,0,0,0.8239666985326,0.000346781728728201,0.0462629668373299,0
13,"II","UD",15,40,0.585,1,0,0,0,0.857345293934515,4.79239330930858e-05,0.133495731741911,0
14,"II","UD",15,40,0.62,1,0,0,0,0.896085661728061,2.6427111725378e-09,0.103914000565706,0
15,"II","UD",15,40,0.5825,1,0,0,0,0.900413825717919,8.37409583907053e-05,0.0726887317169573,0
16,"II","UD",15,40,0.5525,1,0,0,0,0.894454063529093,0.000958164607341774,0.0136541887195124,0
17,"II","UD",15,40,0.57,1,0,0,0,0.995999497090812,2.35033364007916e-06,0.0035369027783819,0
18,"II","UD",15,40,0.5425,1,0,0,0,0.998730857487364,5.8651915710607e-05,0.00036635757117569,0
19,"II","UD",15,40,0.63,1,0,0,0,0.99804335150904,5.98791594798744e-12,0.00195664636660151,0
20,"II","UD",15,40,0.5975,1,0,0,0,0.999502440101921,4.54295648072238e-10,0.00049747434840747,0
1,"II","UD",15,50,0.565,1,0,0,0,0.908169061578868,0.000193877347546591,0.0312042277188899,0
2,"II","UD",15,50,0.59,0,0,0,1,0.249191024411481,0.00753308364408565,0.12669364711834,0
3,"II","UD",15,50,0.58,1,0,0,0,0.969465532043213,3.96595166661189e-05,0.0152225300165319,0
4,"II","UD",15,50,0.5825,1,0,0,0,0.998986265968829,1.98697123030194e-08,0.00101212789942343,0
5,"II","UD",15,50,0.595,1,0,0,0,0.879909321561204,0.000114464082114192,0.0906962765847315,0
6,"II","UD",15,50,0.545,1,0,0,0,0.999737100000036,8.71652608504917e-06,0.000172233130135999,0
7,"II","UD",15,50,0.5875,1,0,0,0,0.999924526398421,1.05271206949405e-09,7.5431855032101e-05,0
8,"II","UD",15,50,0.565,1,0,0,0,0.978283543824545,4.07488231135793e-05,0.00854726211115676,0
9,"II","UD",15,50,0.5925,1,0,0,0,0.999754446880206,1.11957298606511e-10,0.000245537654811867,0
10,"II","UD",15,50,0.605,1,0,0,0,0.852390982496053,1.14220559256368e-05,0.145451247778392,0
11,"II","UD",15,50,0.5725,1,0,0,0,0.917061538183247,0.000141701952779371,0.0352174548155738,0
12,"II","UD",15,50,0.6025,1,0,0,0,0.978641169022507,1.09383721484646e-07,0.0213175559239765,0
13,"II","UD",15,50,0.5875,1,0,0,0,0.992890548183255,1.55523596555167e-06,0.00672757414421301,0
14,"II","UD",15,50,0.59,1,0,0,0,0.95864288443106,3.74900085615371e-06,0.040248077341529,0
15,"II","UD",15,50,0.5875,1,0,0,0,0.992718845996205,5.905753678889e-07,0.00712118280594408,0
16,"II","UD",15,50,0.5925,1,0,0,0,0.997303008895707,3.72311748503912e-08,0.00269415480542538,0
17,"II","UD",15,50,0.5475,1,0,0,0,0.989798997998179,0.000100429572808159,0.00173819369290651,0
18,"II","UD",15,50,0.5325,1,0,0,0,0.584659267738657,0.0068994524128825,0.00360208982404067,0
19,"II","UD",15,50,0.585,1,0,0,0,0.999070734627667,2.21345630071797e-07,0.000897274324483475,0
20,"II","UD",15,50,0.5625,1,0,0,0,0.998992387652177,1.9972480082286e-06,0.000815986683138009,0
1,"II","UD",20,0,0.605,1,0,0,0,0.999999485435822,4.28278349962419e-17,5.14564177882349e-07,0
2,"II","UD",20,0,0.6425,1,0,0,0,0.999998412265346,1.47441629311844e-20,1.58773465434334e-06,0
3,"II","UD",20,0,0.645,1,0,0,0,0.999999999982971,5.32230491819315e-30,1.70294275783105e-11,0
4,"II","UD",20,0,0.6575,1,0,0,0,0.999999965634869,2.27332426109694e-27,3.43651313680893e-08,0
5,"II","UD",20,0,0.67,1,0,0,0,0.999999999953676,7.77281350230302e-34,4.63235844995913e-11,0
6,"II","UD",20,0,0.67,1,0,0,0,0.999999999152488,4.26588433074086e-32,8.47511752653319e-10,0
7,"II","UD",20,0,0.63,1,0,0,0,0.999999995760388,2.30294572223572e-25,4.23961165848324e-09,0
8,"II","UD",20,0,0.6825,1,0,0,0,0.999998437985388,4.17503124967295e-29,1.56201461230525e-06,0
9,"II","UD",20,0,0.6425,1,0,0,0,0.999999987100373,1.20537590676932e-25,1.28996265242862e-08,0
10,"II","UD",20,0,0.6825,1,0,0,0,0.999995224085716,6.19853421293048e-29,4.77591428388093e-06,0
11,"II","UD",20,0,0.67,1,0,0,0,0.999999995958669,1.34276789309074e-34,4.04133083056168e-09,0
12,"II","UD",20,0,0.655,1,0,0,0,0.999999998541544,3.83659597479801e-29,1.45845554132511e-09,0
13,"II","UD",20,0,0.6525,1,0,0,0,0.999999864844282,2.20927716506581e-24,1.35155718425478e-07,0
14,"II","UD",20,0,0.64,1,0,0,0,0.999999999973478,3.26722121610102e-28,2.65220241510419e-11,0
15,"II","UD",20,0,0.665,1,0,0,0,0.99999986721091,8.9365773526636e-25,1.32789089846508e-07,0
16,"II","UD",20,0,0.65,1,0,0,0,0.999999994396048,9.81640554267632e-27,5.60395182251466e-09,0
