"cond"	"subj"	"cbal"	"sex"	"age"	"course"	"year"	"phase"	"block"	"trial"	"stim"	"rein"	"score"	"totresp"	"numlost"	"itiresp"	"resp"
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	3	"B"	1	67	441	22	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	4	"CD"	1	69	464	23	0	23
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	5	"AB"	0	69	466	23	2	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	6	"AB"	0	69	466	23	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	7	"A"	1	69	466	23	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	8	"AB"	0	69	466	23	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	9	"CD"	1	71	487	24	0	21
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	10	"A"	1	71	488	24	1	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	11	"C"	0	71	488	24	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	12	"D"	0	71	488	24	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	13	"CD"	1	73	512	25	0	24
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	14	"CD"	1	75	539	26	2	25
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	15	"B"	1	74	541	27	2	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	16	"D"	0	74	541	27	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	1	"C"	0	74	541	27	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	2	"A"	1	74	541	27	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	3	"AB"	0	74	541	27	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	4	"AB"	0	74	541	27	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	5	"B"	1	74	542	27	0	1
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	6	"A"	1	74	543	27	1	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	7	"CD"	1	76	567	28	1	23
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	8	"D"	0	76	569	28	1	1
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	9	"AB"	0	76	569	28	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	10	"CD"	1	78	592	29	0	23
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	11	"C"	0	78	596	29	4	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	12	"AB"	0	78	596	29	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	13	"B"	1	78	596	29	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	14	"D"	0	78	597	29	1	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	15	"CD"	1	80	616	30	0	19
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	16	"CD"	1	81	636	31	2	18
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	1	"CD"	1	83	656	32	1	19
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	2	"AB"	0	82	663	33	6	1
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	3	"AB"	0	82	663	33	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	4	"CD"	1	84	686	34	0	23
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	5	"D"	0	84	688	34	2	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	6	"B"	1	84	688	34	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	7	"CD"	1	86	711	35	0	23
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	8	"D"	0	86	713	35	2	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	9	"C"	0	86	714	35	0	1
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	10	"AB"	0	86	714	35	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	11	"A"	1	86	714	35	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	12	"A"	1	86	714	35	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	13	"B"	1	86	714	35	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	14	"CD"	1	88	736	36	0	22
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	15	"C"	0	87	740	37	3	1
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	16	"AB"	0	87	740	37	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	1	"B"	1	87	740	37	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	2	"B"	1	87	740	37	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	3	"C"	0	87	741	37	0	1
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	4	"D"	0	87	742	37	0	1
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	5	"A"	1	87	743	37	1	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	6	"CD"	1	89	767	38	1	23
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	7	"AB"	0	89	769	38	2	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	8	"D"	0	89	769	38	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	9	"CD"	1	90	785	39	0	16
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	10	"CD"	1	91	801	40	1	15
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	11	"AB"	0	91	806	40	4	1
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	12	"AB"	0	91	806	40	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	13	"A"	1	91	806	40	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	14	"AB"	0	91	806	40	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	15	"A"	1	91	806	40	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	16	"AB"	0	91	806	40	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	17	"AB"	0	91	806	40	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	18	"B"	1	91	806	40	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	19	"CD"	1	93	825	41	0	19
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	20	"CD"	1	95	838	41	0	13
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	21	"C"	0	94	840	42	2	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	22	"D"	0	94	840	42	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	23	"C"	0	94	841	42	0	1
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	24	"CD"	1	95	861	43	0	20
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	1	"B"	1	95	861	43	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	2	"CD"	1	97	877	43	0	16
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	3	"CD"	1	98	890	44	0	13
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	4	"AB"	0	98	891	44	1	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	5	"E"	0	98	894	44	0	3
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	6	"B"	1	98	895	44	0	1
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	7	"CD"	1	100	914	45	0	19
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	8	"D"	0	100	914	45	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	9	"E"	0	100	919	45	0	5
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	10	"A"	1	99	921	46	0	2
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	11	"F"	0	99	923	46	0	2
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	12	"E"	0	99	924	46	1	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	13	"B"	1	99	925	46	0	1
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	14	"AB"	0	99	925	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	15	"B"	1	99	925	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	16	"F"	0	99	926	46	0	1
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	17	"AB"	0	99	926	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	18	"A"	1	99	926	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	19	"E"	0	99	926	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	20	"B"	1	99	926	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	21	"A"	1	99	927	46	0	1
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	22	"B"	1	99	927	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	23	"C"	0	99	927	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	24	"E"	0	99	927	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	25	"B"	1	99	927	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	26	"A"	1	99	927	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	27	"D"	0	99	928	46	0	1
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	28	"F"	0	99	928	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	29	"A"	1	99	928	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	30	"C"	0	99	929	46	0	1
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	31	"A"	1	99	929	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	32	"A"	1	99	929	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	33	"B"	1	99	929	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	34	"F"	0	99	929	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	35	"E"	0	99	929	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	36	"A"	1	99	929	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	37	"F"	0	99	929	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	38	"F"	0	99	929	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	1	"AB"	0	99	929	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	2	"B"	1	99	929	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	3	"D"	0	99	929	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	4	"C"	0	99	929	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	5	"E"	0	99	929	46	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	6	"CD"	1	101	955	47	0	26
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	7	"F"	0	101	956	47	1	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	8	"AB"	0	101	956	47	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	9	"CD"	1	102	982	49	0	26
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	10	"B"	1	102	984	49	2	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	11	"A"	1	102	984	49	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	12	"A"	1	102	984	49	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3b"	14	1	"EF"	0	102	984	49	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3b"	14	2	"EF"	0	102	984	49	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	1	"E"	0	102	984	49	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	2	"EF"	0	102	984	49	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	3	"E"	0	102	984	49	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	4	"EF"	0	102	984	49	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	5	"F"	0	102	984	49	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	6	"F"	0	102	984	49	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	7	"E"	0	102	984	49	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	8	"EF"	0	102	984	49	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	9	"E"	0	102	984	49	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	10	"EF"	0	102	984	49	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	11	"F"	0	102	984	49	0	0
"PP"	10	1	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	12	"F"	0	102	984	49	0	0
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	1	1	"Z"	1	1	3	0	0	3
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	1	2	"Y"	0	1	6	0	0	3
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	2	1	"Y"	0	1	13	0	1	6
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	2	2	"Z"	1	1	21	0	1	7
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	3	1	"Y"	0	1	23	0	2	0
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	3	2	"Z"	1	1	27	0	0	4
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	4	1	"Z"	1	2	41	1	1	13
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	4	2	"Y"	0	2	55	1	1	13
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	5	1	"Y"	0	1	67	2	1	11
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	5	2	"Z"	1	1	69	2	2	0
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	1	"C"	0	0	21	0	0	21
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	2	"CD"	1	8	56	1	10	25
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	3	"CD"	1	17	93	3	5	32
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	4	"D"	0	16	105	4	8	4
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	5	"B"	1	24	133	5	0	28
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	6	"C"	0	24	136	5	3	0
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	7	"CD"	1	29	161	7	0	25
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	8	"CD"	1	35	187	8	1	25
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	9	"A"	1	43	217	9	3	27
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	10	"D"	0	42	231	10	2	12
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	11	"C"	0	42	231	10	0	0
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	12	"A"	1	50	259	11	0	28
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	13	"AB"	0	49	276	12	4	13
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	14	"AB"	0	49	278	12	0	2
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	15	"CD"	1	57	310	14	0	32
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	16	"AB"	0	57	313	14	3	0
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	17	"CD"	1	64	340	16	0	27
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	18	"D"	0	64	352	16	1	11
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	19	"C"	0	63	364	17	0	12
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	20	"A"	1	70	388	18	0	24
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	21	"D"	0	70	397	18	4	5
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	22	"B"	1	76	419	19	0	22
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	23	"AB"	0	75	430	20	5	6
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	24	"AB"	0	75	437	20	0	7
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	25	"B"	1	80	455	21	0	18
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	26	"AB"	0	79	464	22	4	5
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	27	"AB"	0	79	464	22	0	0
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	28	"CD"	1	88	495	23	0	31
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	29	"CD"	1	96	530	25	2	33
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	30	"AB"	0	96	533	25	3	0
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	31	"B"	1	98	539	25	0	6
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	32	"A"	1	107	575	27	5	31
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	1	"B"	1	111	610	29	3	32
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	2	"A"	1	111	615	29	1	4
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	3	"CD"	1	115	645	31	0	30
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	4	"CD"	1	118	680	33	4	31
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	5	"AB"	0	118	690	33	4	6
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	6	"AB"	0	118	690	33	0	0
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	7	"A"	1	122	721	35	0	31
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	8	"A"	1	127	756	36	3	32
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	9	"B"	1	130	786	38	3	27
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	10	"C"	0	130	797	38	3	8
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	11	"AB"	0	129	813	39	0	16
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	12	"CD"	1	132	834	40	0	21
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	13	"C"	0	131	843	41	3	6
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	14	"CD"	1	135	873	42	0	30
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	15	"AB"	0	135	876	42	3	0
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	16	"D"	0	134	882	43	0	6
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	17	"D"	0	134	889	43	0	7
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	18	"AB"	0	134	891	43	0	2
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	19	"D"	0	134	894	43	0	3
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	20	"CD"	1	138	927	45	0	33
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	21	"B"	1	141	958	46	5	26
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	22	"C"	0	140	973	47	3	12
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	23	"AB"	0	139	984	48	3	8
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	24	"CD"	1	143	1015	49	0	31
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	1	"D"	0	142	1028	50	2	11
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	2	"AB"	0	142	1029	50	0	1
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	3	"CD"	1	144	1052	51	0	23
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	4	"B"	1	146	1086	53	4	30
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	5	"AB"	0	146	1091	53	2	3
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	6	"B"	1	148	1127	55	3	33
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	7	"A"	1	150	1157	56	2	28
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	8	"CD"	1	152	1189	58	3	29
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	9	"AB"	0	152	1198	58	4	5
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	10	"AB"	0	152	1198	58	0	0
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	11	"D"	0	151	1206	59	0	8
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	12	"CD"	1	155	1239	60	0	33
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	13	"C"	0	154	1252	61	3	10
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	14	"CD"	1	157	1285	63	1	32
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	15	"A"	1	159	1320	65	3	32
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	16	"C"	0	159	1327	65	3	4
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	1	"CD"	1	161	1362	67	0	35
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	2	"CD"	1	165	1399	68	3	34
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	3	"C"	0	164	1407	69	3	5
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	4	"AB"	0	164	1407	69	0	0
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	5	"A"	1	167	1438	70	0	31
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	6	"C"	0	166	1448	71	4	6
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	7	"B"	1	168	1481	73	0	33
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	8	"AB"	0	168	1484	73	3	0
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	9	"B"	1	170	1513	74	0	29
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	10	"AB"	0	170	1519	74	5	1
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	11	"CD"	1	172	1554	76	0	35
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	12	"D"	0	171	1567	77	3	10
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	13	"D"	0	171	1572	77	0	5
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	14	"AB"	0	171	1573	77	0	1
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	15	"CD"	1	173	1608	79	0	35
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	16	"A"	1	175	1640	81	4	28
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	1	"CD"	1	179	1676	82	3	33
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	2	"A"	1	181	1707	84	2	29
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	3	"CD"	1	183	1741	86	2	32
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	4	"C"	0	183	1748	86	2	5
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	5	"AB"	0	183	1751	86	0	3
"PP"	11	6	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	6	"AB"	0	183	1751	86	0	0
